Date,Store_ID,Store_Size_SqFt,Department,Is_Holiday,Holiday_Name,Promotion_Discount,Temperature,Fuel_Price,CPI,Unemployment_Rate,Weekly_Sales,Year,Month,Week_of_Year,Quarter,Is_Month_End,Week_Sin,Week_Cos,Month_Sin,Month_Cos,Sales_Lag_1,Sales_Lag_2,Sales_Lag_4,Sales_Rolling_Mean_4,Sales_Rolling_Std_4,Sales_Rolling_Mean_12,Sales_Momentum_Ratio,Dept_Apparel,Dept_Electronics,Dept_Grocery,Dept_Home_Garden,Dept_Pharmacy,Holiday_Christmas_Holiday,Holiday_Easter,Holiday_Labor_Day,Holiday_Regular_Week,Holiday_Super_Bowl,Holiday_Thanksgiving_BlackFriday,Store_Store_01,Store_Store_02,Store_Store_03,Store_Store_04,Store_Store_05,Store_Store_06,Store_Store_07,Store_Store_08,Store_Store_09,Store_Store_10
2022-07-15,Store_02,173694,Apparel,0,Regular_Week,0.0,89.2,2.61,230.19,7.31,26785.41,2022,7,28,3,0,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,25244.71,25430.05,24426.58,25239.55,599.5300194316225,25352.445000000003,1.0002044406496136,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-07-22,Store_02,173694,Apparel,0,Regular_Week,0.0,84.3,2.64,229.85,7.41,25277.93,2022,7,29,3,0,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,26785.41,25244.71,25856.86,25829.2575,687.0351541403605,25517.61,1.0370181949531387,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-07-29,Store_02,173694,Apparel,0,Regular_Week,0.0,82.2,2.65,230.92,7.29,26042.72,2022,7,30,3,0,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,25277.93,26785.41,25430.05,25684.525,738.3454559800159,25504.54416666667,0.984169650408497,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-08-05,Store_02,173694,Apparel,0,Regular_Week,0.28,83.1,2.57,231.09,7.02,37324.37,2022,8,31,3,0,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004,26042.72,25277.93,25244.71,25837.6925,731.475002369415,25640.39333333333,1.007935208994404,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-08-12,Store_02,173694,Apparel,0,Regular_Week,0.0,87.6,2.56,231.16,7.11,28806.87,2022,8,32,3,0,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,37324.37,26042.72,26785.41,28857.6075,5677.961851230127,26655.060833333333,1.293397936300368,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-08-19,Store_02,173694,Apparel,0,Regular_Week,0.0,78.5,2.72,231.23,7.26,30225.73,2022,8,33,3,0,-0.7485107481711011,-0.6631226582407952,-0.8660254037844385,-0.5000000000000004,28806.87,37324.37,25277.93,29362.9725,5519.805221022263,26838.454999999998,0.9810610962561569,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-08-26,Store_02,173694,Apparel,0,Regular_Week,0.0,78.8,2.69,230.83,7.05,28942.5,2022,8,34,3,0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,30225.73,28806.87,26042.72,30599.9225,4807.67948533295,27228.755000000005,0.9877714556343169,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-02,Store_02,173694,Apparel,1,Labor_Day,0.13,76.8,2.65,231.52,7.15,52146.15,2022,9,35,3,0,-0.8854560256532096,-0.4647231720437691,-1.0,-1.8369701987210297e-16,28942.5,30225.73,37324.37,31324.8675,4050.4370054959863,27455.25833333333,0.9239464457674254,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-09,Store_02,173694,Apparel,1,Labor_Day,0.27,75.1,2.78,231.75,7.17,58715.66,2022,9,36,3,0,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,52146.15,28942.5,28806.87,35030.3125,11428.45285404917,29709.156666666666,1.4886007649835835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-16,Store_02,173694,Apparel,0,Regular_Week,0.0,70.9,2.73,231.71,6.98,23631.4,2022,9,37,3,0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,58715.66,52146.15,30225.73,42507.51,15170.795669537782,32566.58,1.3813008568647513,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-23,Store_02,173694,Apparel,0,Regular_Week,0.0,67.0,2.81,232.23,7.05,21106.42,2022,9,38,3,0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,23631.4,58715.66,28942.5,40858.9275,17176.080611003526,32381.125,0.5783656458974932,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-30,Store_02,173694,Apparel,0,Regular_Week,0.12,71.1,2.78,232.7,6.72,25488.48,2022,9,39,3,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,21106.42,23631.4,52146.15,38899.9075,19303.389220551177,32020.8225,0.5425827810663604,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-10-07,Store_02,173694,Apparel,0,Regular_Week,0.0,65.7,2.91,233.64,6.92,20562.6,2022,10,40,4,0,-0.992708874098054,0.1205366802553232,-0.8660254037844386,0.5000000000000001,25488.48,21106.42,58715.66,32235.489999999998,17744.55889338099,32041.13666666667,0.790696216874415,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-10-14,Store_02,173694,Apparel,0,Regular_Week,0.0,62.6,2.92,232.97,6.98,22119.92,2022,10,41,4,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,20562.6,25488.48,23631.4,22697.225,2291.3658113520096,31522.569166666668,0.9059521589507298,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-10-21,Store_02,173694,Apparel,0,Regular_Week,0.0,63.0,2.85,233.21,6.87,19800.72,2022,10,42,4,0,-0.9350162426854148,0.35460488704253557,-0.8660254037844386,0.5000000000000001,22119.92,20562.6,21106.42,22319.355,2209.1119655567895,31259.40166666667,0.9910644814820748,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-10-28,Store_02,173694,Apparel,0,Regular_Week,0.0,62.0,2.94,233.23,7.14,19883.82,2022,10,43,4,0,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,19800.72,22119.92,25488.48,21992.93,2522.3418256056243,30739.235,0.9003220576338297,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-11-04,Store_02,173694,Apparel,0,Regular_Week,0.0,54.3,2.95,232.5,6.82,19813.02,2022,11,44,4,0,-0.822983865893657,0.5680647467311548,-0.5000000000000004,0.8660254037844384,19883.82,19800.72,20562.6,20591.765,1074.4062881887437,29285.855833333335,0.9656199937374869,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-11-11,Store_02,173694,Apparel,0,Regular_Week,0.0,52.1,3.02,233.64,6.9,19846.49,2022,11,45,4,0,-0.7485107481711011,0.6631226582407952,-0.5000000000000004,0.8660254037844384,19813.02,19883.82,22119.92,20404.37,1144.2861311750285,28536.368333333336,0.9710184627258679,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-11-18,Store_02,173694,Apparel,0,Regular_Week,0.0,49.8,2.94,233.88,6.94,19773.81,2022,11,46,4,0,-0.6631226582407955,0.7485107481711007,-0.5000000000000004,0.8660254037844384,19846.49,19813.02,19800.72,19836.0125,37.2806950648882,27671.43166666667,1.0005282054543332,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-11-25,Store_02,173694,Apparel,1,Thanksgiving_BlackFriday,0.0,46.7,3.06,235.27,7.06,35743.88,2022,11,47,4,0,-0.5680647467311559,0.8229838658936564,-0.5000000000000004,0.8660254037844384,19773.81,19846.49,19883.82,19829.285,46.9471479380932,26907.374166666672,0.9972023696279507,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-12-02,Store_02,173694,Apparel,0,Regular_Week,0.0,43.1,3.11,234.13,6.75,18690.08,2022,12,48,4,0,-0.4647231720437684,0.88545602565321,-2.4492935982947064e-16,1.0,35743.88,19773.81,19813.02,23794.300000000003,7966.442038346404,25540.518333333337,1.502203468266684,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-12-09,Store_02,173694,Apparel,0,Regular_Week,0.0,41.2,3.0,234.57,7.0,20018.58,2022,12,49,4,0,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0,18690.08,35743.88,19846.49,23513.565000000002,8170.675595487772,22205.053333333333,0.7948637304488436,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-12-16,Store_02,173694,Apparel,0,Regular_Week,0.0,38.8,3.07,234.6,6.87,19452.75,2022,12,50,4,0,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,20018.58,18690.08,19773.81,23556.5875,8145.344200066551,21903.985,0.849808147784645,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-12-23,Store_02,173694,Apparel,1,Christmas_Holiday,0.0,41.7,3.06,234.22,6.75,31494.78,2022,12,51,4,0,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0,19452.75,20018.58,35743.88,23476.322500000002,8196.466782373842,21766.179166666665,0.8286114655186682,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-12-30,Store_02,173694,Apparel,1,Christmas_Holiday,0.0,37.0,3.19,235.57,6.88,34106.56,2022,12,52,4,0,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,31494.78,19452.75,18690.08,22414.0475,6078.244924994754,22266.704166666666,1.4051357741589796,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-01-06,Store_02,173694,Apparel,0,Regular_Week,0.12,33.9,3.27,235.57,6.84,25272.05,2023,1,1,1,0,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387,34106.56,31494.78,20018.58,26268.1675,7621.573215303025,23395.367500000004,1.298398907613788,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-01-13,Store_02,173694,Apparel,0,Regular_Week,0.0,39.7,3.35,235.78,6.74,20131.36,2023,1,2,1,0,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,25272.05,34106.56,19452.75,27581.535,6565.066748127255,23658.045,0.9162669877088904,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-01-20,Store_02,173694,Apparel,0,Regular_Week,0.0,32.1,3.31,235.12,6.79,19685.19,2023,1,3,1,0,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,20131.36,25272.05,31494.78,27751.1875,6287.902095650915,23685.59833333334,0.7254233712609872,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-01-27,Store_02,173694,Apparel,0,Regular_Week,0.0,35.0,3.43,236.47,6.73,22620.37,2023,1,4,1,0,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,19685.19,20131.36,34106.56,24798.79,6703.043218454298,23669.045833333337,0.7937963905522017,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-02-03,Store_02,173694,Apparel,0,Regular_Week,0.0,34.7,3.31,235.26,6.76,20591.37,2023,2,5,1,0,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,22620.37,19685.19,25272.05,21927.2425,2576.829855324396,23902.99166666667,1.0316103353936956,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-02-10,Store_02,173694,Apparel,1,Super_Bowl,0.06,39.6,3.33,236.45,6.8,33233.98,2023,2,6,1,0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,20591.37,22620.37,20131.36,20757.0725,1296.1202514264664,23965.065000000002,0.9920170578042655,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2023-02-17,Store_02,173694,Apparel,0,Regular_Week,0.0,34.5,3.44,237.44,6.88,21804.83,2023,2,7,1,0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,33233.98,20591.37,19685.19,24032.7275,6255.712723403933,25086.745833333334,1.3828634301358997,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-02-24,Store_02,173694,Apparel,0,Regular_Week,0.0,39.2,3.5,236.04,6.58,22434.95,2023,2,8,1,0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,21804.83,33233.98,22620.37,24562.637499999997,5840.692069651608,23925.158333333336,0.8877234780313299,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-03-03,Store_02,173694,Apparel,0,Regular_Week,0.0,44.1,3.51,236.45,6.9,20801.0,2023,3,9,1,0,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,22434.95,21804.83,20591.37,24516.2825,5861.942438858572,24237.230833333335,0.915104073827219,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-03-10,Store_02,173694,Apparel,0,Regular_Week,0.0,41.9,3.44,236.97,6.48,23133.28,2023,3,10,1,0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,20801.0,22434.95,33233.98,24568.690000000002,5815.912287491921,24302.4325,0.8466466869635105,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-03-17,Store_02,173694,Apparel,0,Regular_Week,0.0,48.0,3.57,236.86,6.64,20975.04,2023,3,11,1,0,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,23133.28,20801.0,21804.83,22043.515,990.2227306517717,24609.14333333333,1.0494369881348609,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-03-24,Store_02,173694,Apparel,0,Regular_Week,0.0,50.1,3.53,236.53,6.7,22662.65,2023,3,12,1,0,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,20975.04,23133.28,22434.95,21836.0675,1133.453954993812,23732.498333333333,0.9605685634739092,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-03-31,Store_02,173694,Apparel,1,Easter,0.15,52.9,3.66,237.53,6.65,42711.75,2023,3,13,1,1,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,22662.65,20975.04,20801.0,21892.9925,1178.384510289878,22778.83916666667,1.0351554265433767,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-04-07,Store_02,173694,Apparel,1,Easter,0.16,54.5,3.67,237.16,6.55,42415.51,2023,4,14,2,0,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,42711.75,22662.65,23133.28,27370.68,10269.270421917334,24232.147500000003,1.5604928333674966,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-04-14,Store_02,173694,Apparel,1,Easter,0.07,57.2,3.63,238.12,6.57,39393.25,2023,4,15,2,0,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,42415.51,42711.75,20975.04,32191.237500000003,11997.416354102716,26089.16,1.3176104207495563,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-04-21,Store_02,173694,Apparel,0,Regular_Week,0.0,61.3,3.67,237.62,6.53,25796.52,2023,4,16,2,0,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,39393.25,42415.51,22662.65,36795.79,9540.654769829292,27731.498333333333,1.0705912276728964,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-04-28,Store_02,173694,Apparel,0,Regular_Week,0.11,64.7,3.66,239.04,6.5,34448.59,2023,4,17,2,0,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,25796.52,39393.25,42711.75,37579.2575,7996.984625267084,27996.1775,0.6864563514363059,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-05-05,Store_02,173694,Apparel,0,Regular_Week,0.0,64.5,3.73,238.07,6.63,28403.88,2023,5,18,2,0,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,34448.59,25796.52,42415.51,35513.4675,7262.78036124078,29150.94583333333,0.9700148257924925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-05-12,Store_02,173694,Apparel,0,Regular_Week,0.0,75.7,3.79,238.49,6.56,26524.82,2023,5,19,2,0,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,28403.88,34448.59,39393.25,32010.559999999998,6112.024641666048,28748.4375,0.8873284313403677,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-05-19,Store_02,173694,Apparel,0,Regular_Week,0.0,75.2,3.71,239.25,6.44,26965.69,2023,5,20,2,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,26524.82,28403.88,25796.52,28793.452499999996,3926.8581464182316,29141.77,0.9212101254890466,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-05-26,Store_02,173694,Apparel,0,Regular_Week,0.0,69.6,3.8,238.42,6.59,27127.87,2023,5,21,2,0,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,26965.69,26524.82,34448.59,29085.745,3664.1513992964647,29519.331666666665,0.9271101699725725,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-06-02,Store_02,173694,Apparel,0,Regular_Week,0.0,76.6,3.76,239.34,6.51,28292.3,2023,6,22,2,0,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,27127.87,26965.69,28403.88,27255.565,806.8352006241422,30046.57083333333,0.995314901380575,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-06-09,Store_02,173694,Apparel,0,Regular_Week,0.15,76.9,3.75,240.08,6.55,34211.22,2023,6,23,2,0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,28292.3,27127.87,26524.82,27227.67,754.1062524159737,30476.489166666666,1.0391010317669118,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-06-16,Store_02,173694,Apparel,0,Regular_Week,0.0,74.8,3.79,238.81,6.51,28471.66,2023,6,24,2,0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,34211.22,28292.3,26965.69,29149.27,3425.9701769376597,31579.504166666666,1.1736561494769318,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-06-23,Store_02,173694,Apparel,0,Regular_Week,0.0,81.9,3.75,239.9,6.35,27982.89,2023,6,25,2,0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,28471.66,34211.22,27127.87,29525.7625,3179.9351274973,32063.58833333333,0.9642988894988574,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-06-30,Store_02,173694,Apparel,0,Regular_Week,0.0,81.7,3.77,240.13,6.36,26731.76,2023,6,26,2,1,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,27982.89,28471.66,28292.3,29739.5175,2987.9627705664734,30836.18333333333,0.9409328846909056,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-01-29,Store_02,173694,Electronics,0,Regular_Week,0.0,36.7,3.35,215.32,8.52,24016.33,2021,1,4,1,0,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,38259.53,25318.71,21282.6,26598.745,7990.077552491799,26598.745,1.4383960591229414,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-02-05,Store_02,173694,Electronics,1,Super_Bowl,0.0,32.1,3.34,215.26,8.42,34978.93,2021,2,5,1,0,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,24016.33,38259.53,21534.14,27282.1775,7484.721493983036,26082.262,0.8802937372281616,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2021-02-12,Store_02,173694,Electronics,1,Super_Bowl,0.08,41.1,3.46,216.89,8.55,43642.18,2021,2,6,1,0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,34978.93,24016.33,25318.71,30643.375,7049.175765915236,27565.039999999997,1.1414842519332533,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2021-02-19,Store_02,173694,Electronics,0,Regular_Week,0.0,36.8,3.44,216.23,8.36,27522.52,2021,2,7,1,0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,43642.18,34978.93,38259.53,35224.2425,8281.548220630306,29861.774285714284,1.2389813631225761,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-02-26,Store_02,173694,Electronics,0,Regular_Week,0.0,43.0,3.44,216.57,8.64,23887.11,2021,2,8,1,0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,27522.52,43642.18,24016.33,32539.99,8699.326336297541,29569.3675,0.8458060371727815,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-05,Store_02,173694,Electronics,0,Regular_Week,0.0,44.0,3.49,216.02,8.42,25410.62,2021,3,9,1,0,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,23887.11,27522.52,34978.93,32507.685,8741.666777811883,28938.005555555555,0.7348142444671731,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-12,Store_02,173694,Electronics,0,Regular_Week,0.0,43.7,3.56,216.65,8.25,26533.32,2021,3,10,1,0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,25410.62,23887.11,43642.18,30115.6075,9140.08305693617,28585.267,0.8437691317222245,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-19,Store_02,173694,Electronics,0,Regular_Week,0.0,48.2,3.54,217.17,8.22,27155.03,2021,3,11,1,0,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,26533.32,25410.62,27522.52,25838.3925,1560.9508184730282,28398.726363636364,1.0268951518454967,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-26,Store_02,173694,Electronics,1,Easter,0.2,48.2,3.56,216.73,8.36,64439.13,2021,3,12,1,0,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,27155.03,26533.32,23887.11,25746.519999999997,1434.4788854260917,28295.085000000003,1.0547068104525557,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-04-02,Store_02,173694,Electronics,1,Easter,0.0,55.6,3.64,217.69,8.27,43309.73,2021,4,13,2,0,1.0,-1.6081226496766366e-16,0.8660254037844387,-0.4999999999999998,64439.13,27155.03,25410.62,35884.524999999994,19050.085481541373,31891.462500000005,1.795735905158077,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-04-09,Store_02,173694,Electronics,1,Easter,0.0,51.5,3.66,217.39,8.35,44936.11,2021,4,14,2,0,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,43309.73,64439.13,26533.32,40359.3025,17833.05656365051,33706.095,1.0731040257514104,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-04-16,Store_02,173694,Electronics,0,Regular_Week,0.0,58.7,3.65,217.74,8.31,29681.27,2021,4,15,2,0,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,44936.11,43309.73,27155.03,44960.0,15266.274639029227,35340.878333333334,0.9994686385677338,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-04-23,Store_02,173694,Electronics,0,Regular_Week,0.15,57.6,3.67,217.78,8.24,44215.38,2021,4,16,2,0,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,29681.27,44936.11,64439.13,45591.56,14306.229245103932,34626.02333333334,0.6510255405493856,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-04-30,Store_02,173694,Electronics,0,Regular_Week,0.0,64.6,3.73,219.2,8.14,29490.76,2021,4,17,2,1,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,44215.38,29681.27,43309.73,40535.6225,7266.763289394522,36309.277500000004,1.0907783638722266,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-05-07,Store_02,173694,Electronics,0,Regular_Week,0.0,72.1,3.66,218.45,8.06,29345.22,2021,5,18,2,0,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,29490.76,44215.38,44936.11,37080.88,8659.67432739054,35851.93,0.7953090647268055,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-05-14,Store_02,173694,Electronics,0,Regular_Week,0.16,71.4,3.68,218.12,8.15,39820.48,2021,5,19,2,0,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,29345.22,29490.76,29681.27,33183.1575,7356.102067990335,34660.51666666667,0.8843407982244182,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-05-21,Store_02,173694,Electronics,0,Regular_Week,0.2,76.2,3.73,219.26,8.27,44722.69,2021,5,20,2,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,39820.48,29345.22,44215.38,35717.96000000001,7492.811042468203,35685.34666666667,1.1148587430203574,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-05-28,Store_02,173694,Electronics,0,Regular_Week,0.0,76.6,3.76,218.43,8.18,29903.55,2021,5,21,2,0,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,44722.69,39820.48,29490.76,35844.787500000006,7686.380310043547,37421.645,1.2476762482557116,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-06-04,Store_02,173694,Electronics,0,Regular_Week,0.0,76.3,3.8,219.34,8.02,31136.06,2021,6,22,2,0,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,29903.55,44722.69,29345.22,35947.985,7574.59273881002,37796.05583333334,0.8318560829398765,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-06-11,Store_02,173694,Electronics,0,Regular_Week,0.0,82.3,3.86,218.44,8.15,31075.53,2021,6,23,2,0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,31136.06,29903.55,39820.48,36395.69500000001,7091.772346893745,38179.6175,0.8554874413428598,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
