Date,Store_ID,Store_Size_SqFt,Department,Is_Holiday,Holiday_Name,Promotion_Discount,Temperature,Fuel_Price,CPI,Unemployment_Rate,Weekly_Sales
2021-08-20,Store_02,173694,Electronics,0,None,0.0,88.3,3.82,221.87,7.83,27952.0
2021-08-27,Store_02,173694,Electronics,0,None,0.0,81.1,3.73,221.71,7.86,29591.95
2021-09-03,Store_02,173694,Electronics,1,Labor_Day,0.0,84.4,3.73,220.85,7.99,42860.5
2021-09-10,Store_02,173694,Electronics,1,Labor_Day,0.07,76.8,3.73,222.09,7.97,52168.32
2021-09-17,Store_02,173694,Electronics,0,None,0.29,76.0,3.65,221.92,7.96,43681.32
2021-09-24,Store_02,173694,Electronics,0,None,0.09,74.1,3.66,221.97,8.28,29308.22
2021-10-01,Store_02,173694,Electronics,0,None,0.0,69.2,3.62,222.81,7.93,26319.66
2021-10-08,Store_02,173694,Electronics,0,None,0.05,59.7,3.6,223.21,7.97,29159.73
2021-10-15,Store_02,173694,Electronics,0,None,0.0,67.2,3.53,223.35,7.94,21887.24
2021-10-22,Store_02,173694,Electronics,0,None,0.13,59.0,3.54,222.66,7.89,31746.91
2021-10-29,Store_02,173694,Electronics,0,None,0.0,58.5,3.54,223.11,7.78,22870.04
2021-11-05,Store_02,173694,Electronics,0,None,0.0,49.2,3.55,223.63,7.87,24031.72
2021-11-12,Store_02,173694,Electronics,0,None,0.0,54.3,3.49,224.14,7.7,23955.53
2021-11-19,Store_02,173694,Electronics,0,None,0.12,48.2,3.52,223.61,7.74,31022.89
2021-11-26,Store_02,173694,Electronics,1,Thanksgiving_BlackFriday,0.27,43.9,3.34,223.95,7.7,84872.0
2021-12-03,Store_02,173694,Electronics,0,None,0.0,45.2,3.39,223.68,7.74,23062.55
2021-12-10,Store_02,173694,Electronics,0,None,0.25,41.1,3.32,223.82,7.95,38159.3
2021-12-17,Store_02,173694,Electronics,0,None,0.0,36.8,3.38,225.02,7.51,23862.21
2021-12-24,Store_02,173694,Electronics,1,Christmas_Holiday,0.0,38.7,3.2,225.49,7.75,52228.38
2021-12-31,Store_02,173694,Electronics,1,Christmas_Holiday,0.19,35.5,3.16,224.96,7.51,74164.12
2022-01-07,Store_02,173694,Electronics,0,None,0.0,28.2,3.13,225.69,7.6,24393.42
2022-01-14,Store_02,173694,Electronics,0,None,0.0,32.7,3.02,225.57,7.74,23705.4
2022-01-21,Store_02,173694,Electronics,0,None,0.0,31.5,3.07,225.25,7.63,21996.63
2022-01-28,Store_02,173694,Electronics,0,None,0.0,33.6,3.02,225.95,7.49,26427.63
2022-02-04,Store_02,173694,Electronics,0,None,0.17,41.3,3.03,226.73,7.52,38652.93
2022-02-11,Store_02,173694,Electronics,1,Super_Bowl,0.24,41.4,3.0,226.14,7.64,62393.44
2022-02-18,Store_02,173694,Electronics,0,None,0.0,37.4,3.05,227.13,7.48,24515.27
2022-02-25,Store_02,173694,Electronics,0,None,0.0,40.7,2.97,225.23,7.56,28164.1
2022-03-04,Store_02,173694,Electronics,0,None,0.0,42.2,2.86,227.14,7.53,26902.55
2022-03-11,Store_02,173694,Electronics,0,None,0.12,50.7,2.81,226.97,7.44,38243.74
2022-03-18,Store_02,173694,Electronics,0,None,0.0,41.4,2.85,226.97,7.7,26114.08
2022-03-25,Store_02,173694,Electronics,1,Easter,0.0,48.3,2.74,227.35,7.54,44283.94
2022-04-01,Store_02,173694,Electronics,1,Easter,0.0,50.1,2.87,226.51,7.26,44704.74
2022-04-08,Store_02,173694,Electronics,1,Easter,0.21,50.1,2.81,227.58,7.46,62591.63
2022-04-15,Store_02,173694,Electronics,1,Easter,0.0,60.6,2.7,228.06,7.36,46202.65
2022-04-22,Store_02,173694,Electronics,0,None,0.27,60.1,2.62,228.82,7.5,52047.75
2022-04-29,Store_02,173694,Electronics,0,None,0.0,63.6,2.75,228.01,7.31,30430.53
2022-05-06,Store_02,173694,Electronics,0,None,0.0,69.9,2.66,228.06,7.37,31285.9
2022-05-13,Store_02,173694,Electronics,0,None,0.12,71.3,2.71,228.4,7.41,39382.09
2022-05-20,Store_02,173694,Electronics,0,None,0.0,69.4,2.56,229.3,7.43,34254.89
2022-05-27,Store_02,173694,Electronics,0,None,0.0,78.2,2.6,229.2,7.21,30800.78
2022-06-03,Store_02,173694,Electronics,0,None,0.09,77.2,2.62,228.97,7.28,36378.28
2022-06-10,Store_02,173694,Electronics,0,None,0.0,79.0,2.61,229.68,7.25,33420.3
2022-06-17,Store_02,173694,Electronics,0,None,0.21,79.4,2.58,229.66,7.22,49888.68
2022-06-24,Store_02,173694,Electronics,0,None,0.0,83.9,2.63,230.29,7.44,31584.59
2022-07-01,Store_02,173694,Electronics,0,None,0.0,86.4,2.55,229.65,7.29,33161.84
2022-07-08,Store_02,173694,Electronics,0,None,0.0,87.7,2.59,230.03,7.11,32180.64
2022-07-15,Store_02,173694,Electronics,0,None,0.11,83.7,2.61,230.19,7.31,38883.29
2022-07-22,Store_02,173694,Electronics,0,None,0.0,86.4,2.64,229.85,7.41,33322.12
2022-07-29,Store_02,173694,Electronics,0,None,0.0,84.8,2.65,230.92,7.29,31406.52
2022-08-05,Store_02,173694,Electronics,0,None,0.0,86.6,2.57,231.09,7.02,28425.5
2022-08-12,Store_02,173694,Electronics,0,None,0.0,82.1,2.56,231.16,7.11,30281.45
2022-08-19,Store_02,173694,Electronics,0,None,0.0,82.7,2.72,231.23,7.26,29969.18
2022-08-26,Store_02,173694,Electronics,0,None,0.0,82.8,2.69,230.83,7.05,28572.84
2022-09-02,Store_02,173694,Electronics,1,Labor_Day,0.22,80.0,2.65,231.52,7.15,67740.93
2022-09-09,Store_02,173694,Electronics,1,Labor_Day,0.18,81.4,2.78,231.75,7.17,59381.85
2022-09-16,Store_02,173694,Electronics,0,None,0.0,68.9,2.73,231.71,6.98,26280.3
2022-09-23,Store_02,173694,Electronics,0,None,0.0,73.9,2.81,232.23,7.05,25804.55
2022-09-30,Store_02,173694,Electronics,0,None,0.0,67.0,2.78,232.7,6.72,25968.05
2022-10-07,Store_02,173694,Electronics,0,None,0.0,68.2,2.91,233.64,6.92,24204.22
2022-10-14,Store_02,173694,Electronics,0,None,0.17,59.5,2.92,232.97,6.98,35246.59
2022-10-21,Store_02,173694,Electronics,0,None,0.0,58.6,2.85,233.21,6.87,25192.12
2022-10-28,Store_02,173694,Electronics,0,None,0.0,57.6,2.94,233.23,7.14,24024.03
2022-11-04,Store_02,173694,Electronics,0,None,0.0,55.3,2.95,232.5,6.82,24415.21
2022-11-11,Store_02,173694,Electronics,0,None,0.0,52.2,3.02,233.64,6.9,26143.55
2022-11-18,Store_02,173694,Electronics,0,None,0.0,48.4,2.94,233.88,6.94,23462.08
2022-11-25,Store_02,173694,Electronics,1,Thanksgiving_BlackFriday,0.0,43.6,3.06,235.27,7.06,56269.26
2022-12-02,Store_02,173694,Electronics,0,None,0.0,39.6,3.11,234.13,6.75,24335.28
2022-12-09,Store_02,173694,Electronics,0,None,0.23,40.0,3.0,234.57,7.0,37761.7
2022-12-16,Store_02,173694,Electronics,0,None,0.0,42.9,3.07,234.6,6.87,23504.32
2022-12-23,Store_02,173694,Electronics,1,Christmas_Holiday,0.0,38.1,3.06,234.22,6.75,53483.54
2022-12-30,Store_02,173694,Electronics,1,Christmas_Holiday,0.26,36.4,3.19,235.57,6.88,80750.36
2023-01-06,Store_02,173694,Electronics,0,None,0.0,36.4,3.27,235.57,6.84,27290.26
2023-01-13,Store_02,173694,Electronics,0,None,0.0,36.0,3.35,235.78,6.74,25471.12
2023-01-20,Store_02,173694,Electronics,0,None,0.0,36.1,3.31,235.12,6.79,26648.91
2023-01-27,Store_02,173694,Electronics,0,None,0.0,38.4,3.43,236.47,6.73,26149.98
2023-02-03,Store_02,173694,Electronics,0,None,0.15,37.6,3.31,235.26,6.76,35715.84
2023-02-10,Store_02,173694,Electronics,1,Super_Bowl,0.0,37.2,3.33,236.45,6.8,39505.86
2023-02-17,Store_02,173694,Electronics,0,None,0.0,35.4,3.44,237.44,6.88,28182.32
2023-02-24,Store_02,173694,Electronics,0,None,0.0,37.2,3.5,236.04,6.58,28065.14
2023-03-03,Store_02,173694,Electronics,0,None,0.0,41.4,3.51,236.45,6.9,26568.7
2023-03-10,Store_02,173694,Electronics,0,None,0.0,39.7,3.44,236.97,6.48,29784.02
2023-03-17,Store_02,173694,Electronics,0,None,0.0,45.3,3.57,236.86,6.64,27815.87
2023-03-24,Store_02,173694,Electronics,0,None,0.0,48.5,3.53,236.53,6.7,29436.9
2023-03-31,Store_02,173694,Electronics,1,Easter,0.0,50.8,3.66,237.53,6.65,43541.77
2023-04-07,Store_02,173694,Electronics,1,Easter,0.25,59.3,3.67,237.16,6.55,76987.36
2023-04-14,Store_02,173694,Electronics,1,Easter,0.0,55.5,3.63,238.12,6.57,45542.39
2023-04-21,Store_02,173694,Electronics,0,None,0.0,53.1,3.67,237.62,6.53,31577.96
2023-04-28,Store_02,173694,Electronics,0,None,0.0,68.0,3.66,239.04,6.5,32848.58
2023-05-05,Store_02,173694,Electronics,0,None,0.0,65.6,3.73,238.07,6.63,30345.63
2023-05-12,Store_02,173694,Electronics,0,None,0.28,67.6,3.79,238.49,6.56,55255.41
2023-05-19,Store_02,173694,Electronics,0,None,0.08,73.7,3.71,239.25,6.44,39138.5
2023-05-26,Store_02,173694,Electronics,0,None,0.0,73.3,3.8,238.42,6.59,31488.11
2023-06-02,Store_02,173694,Electronics,0,None,0.0,76.0,3.76,239.34,6.51,31264.31
2023-06-09,Store_02,173694,Electronics,0,None,0.0,74.2,3.75,240.08,6.55,32146.75
2023-06-16,Store_02,173694,Electronics,0,None,0.3,81.6,3.79,238.81,6.51,59400.26
2023-06-23,Store_02,173694,Electronics,0,None,0.0,80.8,3.75,239.9,6.35,35291.61
2023-06-30,Store_02,173694,Electronics,0,None,0.0,81.6,3.77,240.13,6.36,33001.34
2023-07-07,Store_02,173694,Electronics,0,None,0.0,84.2,3.74,240.58,6.48,32748.46
2023-07-14,Store_02,173694,Electronics,0,None,0.0,79.9,3.89,239.77,6.45,30903.56
2023-07-21,Store_02,173694,Electronics,0,None,0.15,88.9,3.79,239.92,6.37,44451.55
2023-07-28,Store_02,173694,Electronics,0,None,0.0,83.2,3.75,241.03,6.36,30132.63
2023-08-04,Store_02,173694,Electronics,0,None,0.0,81.9,3.78,241.11,6.46,28863.03
2023-08-11,Store_02,173694,Electronics,0,None,0.0,84.8,3.76,241.28,6.26,31746.77
2023-08-18,Store_02,173694,Electronics,0,None,0.0,81.2,3.74,241.52,6.36,27644.21
2023-08-25,Store_02,173694,Electronics,0,None,0.29,80.3,3.76,241.2,6.27,49987.6
2023-09-01,Store_02,173694,Electronics,1,Labor_Day,0.13,77.7,3.75,241.85,6.25,59974.76
2023-09-08,Store_02,173694,Electronics,1,Labor_Day,0.21,74.9,3.67,242.07,6.37,66779.25
2023-09-15,Store_02,173694,Electronics,0,None,0.29,78.1,3.64,241.76,6.32,48787.2
2023-09-22,Store_02,173694,Electronics,0,None,0.26,70.4,3.64,243.24,6.31,44831.69
2023-09-29,Store_02,173694,Electronics,0,None,0.0,67.9,3.51,242.74,6.34,26409.03
2023-10-06,Store_02,173694,Electronics,0,None,0.0,63.3,3.52,242.1,6.19,25150.16
2023-10-13,Store_02,173694,Electronics,0,None,0.0,58.2,3.64,243.21,6.24,26696.73
2023-10-20,Store_02,173694,Electronics,0,None,0.13,57.4,3.62,242.59,6.13,35775.81
2023-10-27,Store_02,173694,Electronics,0,None,0.0,57.0,3.5,243.66,6.18,24400.51
2023-11-03,Store_02,173694,Electronics,0,None,0.0,55.3,3.51,244.04,6.12,24869.49
2023-11-10,Store_02,173694,Electronics,0,None,0.0,48.9,3.46,243.24,6.12,24442.6
2023-11-17,Store_02,173694,Electronics,0,None,0.15,48.0,3.57,244.33,6.16,32934.09
2023-11-24,Store_02,173694,Electronics,1,Thanksgiving_BlackFriday,0.24,46.6,3.43,244.24,6.0,92778.37
2023-12-01,Store_02,173694,Electronics,0,None,0.09,39.0,3.34,244.64,6.27,29955.02
2023-12-08,Store_02,173694,Electronics,0,None,0.0,43.9,3.26,245.37,5.95,24133.78
2023-12-15,Store_02,173694,Electronics,0,None,0.0,37.8,3.19,244.49,5.91,22996.05
2023-12-22,Store_02,173694,Electronics,1,Christmas_Holiday,0.0,41.8,3.25,244.43,6.13,52182.86
2023-12-29,Store_02,173694,Electronics,1,Christmas_Holiday,0.11,40.2,3.16,244.56,6.08,70139.93
2021-01-01,Store_02,173694,Grocery,0,None,0.0,29.3,3.23,214.14,8.42,29550.86
2021-01-08,Store_02,173694,Grocery,0,None,0.0,38.4,3.27,214.91,8.48,27064.33
2021-01-15,Store_02,173694,Grocery,0,None,0.0,40.4,3.27,214.88,8.5,27990.67
2021-01-22,Store_02,173694,Grocery,0,None,0.23,34.1,3.26,215.73,8.48,38951.67
2021-01-29,Store_02,173694,Grocery,0,None,0.0,32.5,3.35,215.32,8.52,30150.78
2021-02-05,Store_02,173694,Grocery,1,Super_Bowl,0.0,32.3,3.34,215.26,8.42,38113.23
2021-02-12,Store_02,173694,Grocery,1,Super_Bowl,0.24,34.8,3.46,216.89,8.55,48646.6
2021-02-19,Store_02,173694,Grocery,0,None,0.0,34.5,3.44,216.23,8.36,32010.5
2021-02-26,Store_02,173694,Grocery,0,None,0.05,41.4,3.44,216.57,8.64,34931.72
2021-03-05,Store_02,173694,Grocery,0,None,0.0,45.2,3.49,216.02,8.42,32492.56
2021-03-12,Store_02,173694,Grocery,0,None,0.29,39.8,3.56,216.65,8.25,46824.44
2021-03-19,Store_02,173694,Grocery,0,None,0.0,46.4,3.54,217.17,8.22,36851.64
2021-03-26,Store_02,173694,Grocery,1,Easter,0.26,51.3,3.56,216.73,8.36,51657.45
2021-04-02,Store_02,173694,Grocery,1,Easter,0.29,54.0,3.64,217.69,8.27,57911.71
2021-04-09,Store_02,173694,Grocery,1,Easter,0.0,58.4,3.66,217.39,8.35,40322.46
2021-04-16,Store_02,173694,Grocery,0,None,0.16,53.1,3.65,217.74,8.31,42598.43
2021-04-23,Store_02,173694,Grocery,0,None,0.0,56.2,3.67,217.78,8.24,38393.65
2021-04-30,Store_02,173694,Grocery,0,None,0.07,62.4,3.73,219.2,8.14,41583.96
2021-05-07,Store_02,173694,Grocery,0,None,0.29,62.5,3.66,218.45,8.06,51738.16
2021-05-14,Store_02,173694,Grocery,0,None,0.0,59.9,3.68,218.12,8.15,41772.41
2021-05-21,Store_02,173694,Grocery,0,None,0.0,70.5,3.73,219.26,8.27,39547.93
2021-05-28,Store_02,173694,Grocery,0,None,0.0,78.8,3.76,218.43,8.18,39889.94
2021-06-04,Store_02,173694,Grocery,0,None,0.05,78.7,3.8,219.34,8.02,42518.89
2021-06-11,Store_02,173694,Grocery,0,None,0.0,75.4,3.86,218.44,8.15,40615.1
2021-06-18,Store_02,173694,Grocery,0,None,0.0,79.9,3.84,218.95,8.15,38695.14
2021-06-25,Store_02,173694,Grocery,0,None,0.0,83.9,3.79,219.91,8.01,37720.23
2021-07-02,Store_02,173694,Grocery,0,None,0.14,81.5,3.8,220.37,8.1,47563.97
2021-07-09,Store_02,173694,Grocery,0,None,0.23,83.5,3.75,220.28,8.07,45631.38
2021-07-16,Store_02,173694,Grocery,0,None,0.0,85.6,3.79,220.33,7.94,39445.01
2021-07-23,Store_02,173694,Grocery,0,None,0.0,80.1,3.78,220.43,8.07,39251.26
2021-07-30,Store_02,173694,Grocery,0,None,0.0,85.1,3.8,220.03,8.08,38710.65
2021-08-06,Store_02,173694,Grocery,0,None,0.0,88.0,3.73,220.6,8.11,37339.34
2021-08-13,Store_02,173694,Grocery,0,None,0.0,87.2,3.79,220.92,8.09,36105.59
2021-08-20,Store_02,173694,Grocery,0,None,0.0,84.7,3.82,221.87,7.83,35682.94
2021-08-27,Store_02,173694,Grocery,0,None,0.0,80.9,3.73,221.71,7.86,33819.7
2021-09-03,Store_02,173694,Grocery,1,Labor_Day,0.0,78.4,3.73,220.85,7.99,42556.72
2021-09-10,Store_02,173694,Grocery,1,Labor_Day,0.21,78.4,3.73,222.09,7.97,47463.12
2021-09-17,Store_02,173694,Grocery,0,None,0.19,74.4,3.65,221.92,7.96,41603.66
2021-09-24,Store_02,173694,Grocery,0,None,0.0,71.2,3.66,221.97,8.28,32739.06
2021-10-01,Store_02,173694,Grocery,0,None,0.0,70.2,3.62,222.81,7.93,31703.55
2021-10-08,Store_02,173694,Grocery,0,None,0.0,71.6,3.6,223.21,7.97,29879.89
2021-10-15,Store_02,173694,Grocery,0,None,0.0,65.0,3.53,223.35,7.94,32495.59
2021-10-22,Store_02,173694,Grocery,0,None,0.0,58.6,3.54,222.66,7.89,28006.81
2021-10-29,Store_02,173694,Grocery,0,None,0.0,56.0,3.54,223.11,7.78,29519.56
2021-11-05,Store_02,173694,Grocery,0,None,0.0,57.1,3.55,223.63,7.87,29763.27
2021-11-12,Store_02,173694,Grocery,0,None,0.0,48.6,3.49,224.14,7.7,28992.89
2021-11-19,Store_02,173694,Grocery,0,None,0.0,50.0,3.52,223.61,7.74,29839.85
2021-11-26,Store_02,173694,Grocery,1,Thanksgiving_BlackFriday,0.0,47.2,3.34,223.95,7.7,40142.98
2021-12-03,Store_02,173694,Grocery,0,None,0.28,42.9,3.39,223.68,7.74,39235.0
2021-12-10,Store_02,173694,Grocery,0,None,0.17,47.2,3.32,223.82,7.95,33245.52
2021-12-17,Store_02,173694,Grocery,0,None,0.0,38.5,3.38,225.02,7.51,29046.33
2021-12-24,Store_02,173694,Grocery,1,Christmas_Holiday,0.15,39.2,3.2,225.49,7.75,48818.08
2021-12-31,Store_02,173694,Grocery,1,Christmas_Holiday,0.0,33.9,3.16,224.96,7.51,41810.01
2022-01-07,Store_02,173694,Grocery,0,None,0.0,33.8,3.13,225.69,7.6,31975.94
2022-01-14,Store_02,173694,Grocery,0,None,0.0,34.2,3.02,225.57,7.74,28960.18
2022-01-21,Store_02,173694,Grocery,0,None,0.0,39.1,3.07,225.25,7.63,30921.94
2022-01-28,Store_02,173694,Grocery,0,None,0.0,32.8,3.02,225.95,7.49,33203.47
2022-02-04,Store_02,173694,Grocery,0,None,0.15,39.6,3.03,226.73,7.52,37465.76
2022-02-11,Store_02,173694,Grocery,1,Super_Bowl,0.0,35.6,3.0,226.14,7.64,37804.68
2022-02-18,Store_02,173694,Grocery,0,None,0.27,36.3,3.05,227.13,7.48,41499.39
2022-02-25,Store_02,173694,Grocery,0,None,0.0,40.4,2.97,225.23,7.56,34455.05
2022-03-04,Store_02,173694,Grocery,0,None,0.0,40.5,2.86,227.14,7.53,34914.23
2022-03-11,Store_02,173694,Grocery,0,None,0.0,45.5,2.81,226.97,7.44,37303.86
2022-03-18,Store_02,173694,Grocery,0,None,0.0,44.1,2.85,226.97,7.7,34824.79
2022-03-25,Store_02,173694,Grocery,1,Easter,0.0,53.8,2.74,227.35,7.54,41749.4
2022-04-01,Store_02,173694,Grocery,1,Easter,0.0,52.0,2.87,226.51,7.26,45022.44
2022-04-08,Store_02,173694,Grocery,1,Easter,0.14,54.4,2.81,227.58,7.46,50584.75
2022-04-15,Store_02,173694,Grocery,1,Easter,0.0,57.9,2.7,228.06,7.36,48426.84
2022-04-22,Store_02,173694,Grocery,0,None,0.0,52.0,2.62,228.82,7.5,35927.33
2022-04-29,Store_02,173694,Grocery,0,None,0.12,65.3,2.75,228.01,7.31,44671.0
2022-05-06,Store_02,173694,Grocery,0,None,0.0,67.2,2.66,228.06,7.37,41661.19
2022-05-13,Store_02,173694,Grocery,0,None,0.0,65.3,2.71,228.4,7.41,39713.25
2022-05-20,Store_02,173694,Grocery,0,None,0.0,73.4,2.56,229.3,7.43,40300.06
2022-05-27,Store_02,173694,Grocery,0,None,0.0,73.2,2.6,229.2,7.21,39193.71
2022-06-03,Store_02,173694,Grocery,0,None,0.0,77.7,2.62,228.97,7.28,41205.23
2022-06-10,Store_02,173694,Grocery,0,None,0.0,75.3,2.61,229.68,7.25,41255.97
2022-06-17,Store_02,173694,Grocery,0,None,0.0,75.0,2.58,229.66,7.22,39956.09
2022-06-24,Store_02,173694,Grocery,0,None,0.0,81.1,2.63,230.29,7.44,41000.08
2022-07-01,Store_02,173694,Grocery,0,None,0.15,84.1,2.55,229.65,7.29,49403.77
2022-07-08,Store_02,173694,Grocery,0,None,0.11,89.2,2.59,230.03,7.11,46077.4
2022-07-15,Store_02,173694,Grocery,0,None,0.0,83.7,2.61,230.19,7.31,38649.33
2022-07-22,Store_02,173694,Grocery,0,None,0.19,84.7,2.64,229.85,7.41,47442.16
2022-07-29,Store_02,173694,Grocery,0,None,0.0,84.6,2.65,230.92,7.29,38606.52
2022-08-05,Store_02,173694,Grocery,0,None,0.0,84.2,2.57,231.09,7.02,38769.15
2022-08-12,Store_02,173694,Grocery,0,None,0.0,83.2,2.56,231.16,7.11,39130.88
2022-08-19,Store_02,173694,Grocery,0,None,0.0,79.1,2.72,231.23,7.26,36755.12
2022-08-26,Store_02,173694,Grocery,0,None,0.0,82.9,2.69,230.83,7.05,36359.9
2022-09-02,Store_02,173694,Grocery,1,Labor_Day,0.0,76.9,2.65,231.52,7.15,40545.93
2022-09-09,Store_02,173694,Grocery,1,Labor_Day,0.25,78.5,2.78,231.75,7.17,48815.47
2022-09-16,Store_02,173694,Grocery,0,None,0.0,72.4,2.73,231.71,6.98,30578.89
2022-09-23,Store_02,173694,Grocery,0,None,0.0,70.5,2.81,232.23,7.05,34889.36
2022-09-30,Store_02,173694,Grocery,0,None,0.19,61.8,2.78,232.7,6.72,41969.61
2022-10-07,Store_02,173694,Grocery,0,None,0.09,68.1,2.91,233.64,6.92,35152.07
2022-10-14,Store_02,173694,Grocery,0,None,0.0,59.0,2.92,232.97,6.98,31734.04
2022-10-21,Store_02,173694,Grocery,0,None,0.15,60.5,2.85,233.21,6.87,36029.96
2022-10-28,Store_02,173694,Grocery,0,None,0.0,58.8,2.94,233.23,7.14,31937.95
2022-11-04,Store_02,173694,Grocery,0,None,0.0,53.0,2.95,232.5,6.82,29651.04
2022-11-11,Store_02,173694,Grocery,0,None,0.0,48.9,3.02,233.64,6.9,31489.72
2022-11-18,Store_02,173694,Grocery,0,None,0.0,44.9,2.94,233.88,6.94,31482.89
2022-11-25,Store_02,173694,Grocery,1,Thanksgiving_BlackFriday,0.23,47.4,3.06,235.27,7.06,55157.43
2022-12-02,Store_02,173694,Grocery,0,None,0.0,40.0,3.11,234.13,6.75,31063.46
2022-12-09,Store_02,173694,Grocery,0,None,0.0,46.8,3.0,234.57,7.0,29617.85
2022-12-16,Store_02,173694,Grocery,0,None,0.0,33.9,3.07,234.6,6.87,28150.62
2022-12-23,Store_02,173694,Grocery,1,Christmas_Holiday,0.0,32.2,3.06,234.22,6.75,40025.92
2022-12-30,Store_02,173694,Grocery,1,Christmas_Holiday,0.0,37.9,3.19,235.57,6.88,44020.86
2023-01-06,Store_02,173694,Grocery,0,None,0.0,39.6,3.27,235.57,6.84,32430.93
2023-01-13,Store_02,173694,Grocery,0,None,0.0,33.0,3.35,235.78,6.74,33084.05
2023-01-20,Store_02,173694,Grocery,0,None,0.0,36.4,3.31,235.12,6.79,33507.26
2023-01-27,Store_02,173694,Grocery,0,None,0.0,40.2,3.43,236.47,6.73,33772.87
2023-02-03,Store_02,173694,Grocery,0,None,0.0,41.1,3.31,235.26,6.76,34550.69
2023-02-10,Store_02,173694,Grocery,1,Super_Bowl,0.22,34.3,3.33,236.45,6.8,50813.29
2023-02-17,Store_02,173694,Grocery,0,None,0.0,33.9,3.44,237.44,6.88,34884.97
2023-02-24,Store_02,173694,Grocery,0,None,0.0,36.5,3.5,236.04,6.58,34721.43
2023-03-03,Store_02,173694,Grocery,0,None,0.0,34.9,3.51,236.45,6.9,35174.59
2023-03-10,Store_02,173694,Grocery,0,None,0.07,37.3,3.44,236.97,6.48,37799.91
2023-03-17,Store_02,173694,Grocery,0,None,0.0,51.5,3.57,236.86,6.64,36280.15
2023-03-24,Store_02,173694,Grocery,0,None,0.0,45.8,3.53,236.53,6.7,38017.89
2023-03-31,Store_02,173694,Grocery,1,Easter,0.0,53.9,3.66,237.53,6.65,43038.83
2023-04-07,Store_02,173694,Grocery,1,Easter,0.2,54.0,3.67,237.16,6.55,57340.78
2023-04-14,Store_02,173694,Grocery,1,Easter,0.09,56.3,3.63,238.12,6.57,48681.29
2023-04-21,Store_02,173694,Grocery,0,None,0.0,63.1,3.67,237.62,6.53,41021.55
2023-04-28,Store_02,173694,Grocery,0,None,0.0,63.9,3.66,239.04,6.5,42437.89
2023-05-05,Store_02,173694,Grocery,0,None,0.0,69.5,3.73,238.07,6.63,39486.18
2023-05-12,Store_02,173694,Grocery,0,None,0.0,66.7,3.79,238.49,6.56,43271.79
2023-05-19,Store_02,173694,Grocery,0,None,0.23,76.8,3.71,239.25,6.44,55476.27
2023-05-26,Store_02,173694,Grocery,0,None,0.0,70.5,3.8,238.42,6.59,40270.82
2023-06-02,Store_02,173694,Grocery,0,None,0.26,75.4,3.76,239.34,6.51,55423.62
2023-06-09,Store_02,173694,Grocery,0,None,0.15,80.7,3.75,240.08,6.55,51180.21
2023-06-16,Store_02,173694,Grocery,0,None,0.05,82.7,3.79,238.81,6.51,42741.37
2023-06-23,Store_02,173694,Grocery,0,None,0.0,86.2,3.75,239.9,6.35,41778.66
2023-06-30,Store_02,173694,Grocery,0,None,0.0,82.5,3.77,240.13,6.36,41673.11
2023-07-07,Store_02,173694,Grocery,0,None,0.0,85.9,3.74,240.58,6.48,41433.67
2023-07-14,Store_02,173694,Grocery,0,None,0.0,82.3,3.89,239.77,6.45,38372.23
2023-07-21,Store_02,173694,Grocery,0,None,0.0,89.5,3.79,239.92,6.37,40063.13
2023-07-28,Store_02,173694,Grocery,0,None,0.09,83.0,3.75,241.03,6.36,44325.03
2023-08-04,Store_02,173694,Grocery,0,None,0.0,85.1,3.78,241.11,6.46,41554.99
2023-08-11,Store_02,173694,Grocery,0,None,0.0,84.4,3.76,241.28,6.26,37696.16
2023-08-18,Store_02,173694,Grocery,0,None,0.0,77.2,3.74,241.52,6.36,36598.96
2023-08-25,Store_02,173694,Grocery,0,None,0.21,84.0,3.76,241.2,6.27,47658.71
2023-09-01,Store_02,173694,Grocery,1,Labor_Day,0.0,75.6,3.75,241.85,6.25,44710.25
2023-09-08,Store_02,173694,Grocery,1,Labor_Day,0.0,79.0,3.67,242.07,6.37,45139.91
2023-09-15,Store_02,173694,Grocery,0,None,0.0,74.2,3.64,241.76,6.32,35115.0
2023-09-22,Store_02,173694,Grocery,0,None,0.0,66.4,3.64,243.24,6.31,34615.65
2023-09-29,Store_02,173694,Grocery,0,None,0.29,70.1,3.51,242.74,6.34,46396.93
2023-10-06,Store_02,173694,Grocery,0,None,0.0,63.0,3.52,242.1,6.19,32734.9
2023-10-13,Store_02,173694,Grocery,0,None,0.08,63.3,3.64,243.21,6.24,38251.12
2023-10-20,Store_02,173694,Grocery,0,None,0.0,66.8,3.62,242.59,6.13,34256.13
2023-10-27,Store_02,173694,Grocery,0,None,0.17,58.4,3.5,243.66,6.18,37237.35
2023-11-03,Store_02,173694,Grocery,0,None,0.0,56.5,3.51,244.04,6.12,33002.21
2023-11-10,Store_02,173694,Grocery,0,None,0.0,51.9,3.46,243.24,6.12,33601.61
2023-11-17,Store_02,173694,Grocery,0,None,0.0,50.1,3.57,244.33,6.16,30671.26
2023-11-24,Store_02,173694,Grocery,1,Thanksgiving_BlackFriday,0.0,52.3,3.43,244.24,6.0,37999.74
2023-12-01,Store_02,173694,Grocery,0,None,0.0,45.8,3.34,244.64,6.27,29733.46
2023-12-08,Store_02,173694,Grocery,0,None,0.0,45.0,3.26,245.37,5.95,32732.78
