Date,Store_ID,Store_Name,City,State,Department,Weekly_Sales,Promotion_Discount,Is_Holiday,Holiday_Name,Temperature_C,Fuel_Price_INR,CPI,Unemployment_Rate,Store_Size_SqFt
2024-02-16,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Electronics,512574.28,0.0,0,Regular_Week,29.9,101.64,182.5,7.35,95000
2024-02-16,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Apparel,281550.97,0.0,0,Regular_Week,31.4,101.64,182.5,7.35,95000
2024-02-16,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Home_Garden,213074.02,0.05,0,Regular_Week,31.3,101.64,182.5,7.35,95000
2024-02-16,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Pharmacy,172220.88,0.15,0,Regular_Week,30.7,101.64,182.5,7.35,95000
2024-02-16,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Grocery,370764.74,0.0,0,Regular_Week,28.2,101.64,182.5,7.35,120000
2024-02-16,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Electronics,592776.51,0.0,0,Regular_Week,26.8,101.64,182.5,7.35,120000
2024-02-16,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Apparel,371700.33,0.15,0,Regular_Week,26.5,101.64,182.5,7.35,120000
2024-02-16,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Home_Garden,247909.5,0.0,0,Regular_Week,28.8,101.64,182.5,7.35,120000
2024-02-16,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Pharmacy,195656.28,0.05,0,Regular_Week,26.3,101.64,182.5,7.35,120000
2024-02-16,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Grocery,341138.88,0.0,0,Regular_Week,30.1,101.64,182.5,7.35,85000
2024-02-16,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Electronics,519151.53,0.0,0,Regular_Week,29.5,101.64,182.5,7.35,85000
2024-02-16,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Apparel,270744.69,0.0,0,Regular_Week,30.0,101.64,182.5,7.35,85000
2024-02-16,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Home_Garden,244718.29,0.1,0,Regular_Week,28.5,101.64,182.5,7.35,85000
2024-02-16,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Pharmacy,167212.48,0.15,0,Regular_Week,31.4,101.64,182.5,7.35,85000
2024-02-16,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Grocery,420796.98,0.15,0,Regular_Week,30.9,101.64,182.5,7.35,90000
2024-02-16,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Electronics,483292.53,0.0,0,Regular_Week,29.3,101.64,182.5,7.35,90000
2024-02-16,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Apparel,269011.3,0.0,0,Regular_Week,29.3,101.64,182.5,7.35,90000
2024-02-16,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Home_Garden,178252.85,0.0,0,Regular_Week,29.3,101.64,182.5,7.35,90000
2024-02-16,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Pharmacy,167856.49,0.0,0,Regular_Week,30.2,101.64,182.5,7.35,90000
2024-02-23,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Grocery,432967.51,0.0,0,Regular_Week,30.4,97.45,182.5,7.53,165000
2024-02-23,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Electronics,756932.94,0.05,0,Regular_Week,31.4,97.45,182.5,7.53,165000
2024-02-23,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Apparel,369617.12,0.0,0,Regular_Week,30.9,97.45,182.5,7.53,165000
2024-02-23,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Home_Garden,326771.79,0.15,0,Regular_Week,28.9,97.45,182.5,7.53,165000
2024-02-23,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Pharmacy,214496.13,0.0,0,Regular_Week,28.9,97.45,182.5,7.53,165000
2024-02-23,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Grocery,426186.37,0.0,0,Regular_Week,26.7,97.45,182.5,7.53,140000
2024-02-23,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Electronics,675212.06,0.0,0,Regular_Week,26.7,97.45,182.5,7.53,140000
2024-02-23,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Apparel,352704.82,0.0,0,Regular_Week,27.0,97.45,182.5,7.53,140000
2024-02-23,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Home_Garden,245426.37,0.0,0,Regular_Week,26.1,97.45,182.5,7.53,140000
2024-02-23,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Pharmacy,205638.42,0.05,0,Regular_Week,28.2,97.45,182.5,7.53,140000
2024-02-23,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Grocery,401579.09,0.0,0,Regular_Week,31.2,97.45,182.5,7.53,150000
2024-02-23,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Electronics,695097.66,0.0,0,Regular_Week,30.4,97.45,182.5,7.53,150000
2024-02-23,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Apparel,434981.99,0.1,0,Regular_Week,30.7,97.45,182.5,7.53,150000
2024-02-23,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Home_Garden,257487.1,0.0,0,Regular_Week,29.7,97.45,182.5,7.53,150000
2024-02-23,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Pharmacy,194215.81,0.0,0,Regular_Week,30.1,97.45,182.5,7.53,150000
2024-02-23,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Grocery,382838.35,0.05,0,Regular_Week,31.4,97.45,182.5,7.53,125000
2024-02-23,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Electronics,625195.71,0.15,0,Regular_Week,32.9,97.45,182.5,7.53,125000
2024-02-23,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Apparel,341316.89,0.0,0,Regular_Week,32.8,97.45,182.5,7.53,125000
2024-02-23,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Home_Garden,221801.49,0.0,0,Regular_Week,30.0,97.45,182.5,7.53,125000
2024-02-23,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Pharmacy,168904.89,0.0,0,Regular_Week,32.4,97.45,182.5,7.53,125000
2024-02-23,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Grocery,390152.59,0.0,0,Regular_Week,25.7,97.45,182.5,7.53,130000
2024-02-23,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Electronics,588758.68,0.0,0,Regular_Week,26.0,97.45,182.5,7.53,130000
2024-02-23,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Apparel,302549.04,0.05,0,Regular_Week,27.5,97.45,182.5,7.53,130000
2024-02-23,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Home_Garden,232828.52,0.0,0,Regular_Week,27.5,97.45,182.5,7.53,130000
2024-02-23,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Pharmacy,185075.35,0.0,0,Regular_Week,25.6,97.45,182.5,7.53,130000
2024-02-23,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Grocery,362487.01,0.0,0,Regular_Week,24.0,97.45,182.5,7.53,110000
2024-02-23,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Electronics,589211.05,0.0,0,Regular_Week,23.2,97.45,182.5,7.53,110000
2024-02-23,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Apparel,297196.24,0.0,0,Regular_Week,24.6,97.45,182.5,7.53,110000
2024-02-23,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Home_Garden,247819.03,0.1,0,Regular_Week,22.6,97.45,182.5,7.53,110000
2024-02-23,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Pharmacy,170205.98,0.05,0,Regular_Week,23.3,97.45,182.5,7.53,110000
2024-02-23,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Grocery,423926.17,0.1,0,Regular_Week,25.2,97.45,182.5,7.53,95000
2024-02-23,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Electronics,629827.93,0.1,0,Regular_Week,25.4,97.45,182.5,7.53,95000
2024-02-23,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Apparel,305645.46,0.05,0,Regular_Week,27.4,97.45,182.5,7.53,95000
2024-02-23,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Home_Garden,202244.51,0.0,0,Regular_Week,26.4,97.45,182.5,7.53,95000
2024-02-23,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Pharmacy,146840.39,0.0,0,Regular_Week,25.4,97.45,182.5,7.53,95000
2024-02-23,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Grocery,427153.82,0.05,0,Regular_Week,27.0,97.45,182.5,7.53,120000
2024-02-23,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Electronics,571341.07,0.0,0,Regular_Week,29.1,97.45,182.5,7.53,120000
2024-02-23,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Apparel,371653.58,0.15,0,Regular_Week,26.9,97.45,182.5,7.53,120000
2024-02-23,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Home_Garden,251049.23,0.05,0,Regular_Week,28.9,97.45,182.5,7.53,120000
2024-02-23,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Pharmacy,159703.55,0.0,0,Regular_Week,27.0,97.45,182.5,7.53,120000
2024-02-23,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Grocery,417891.3,0.15,0,Regular_Week,30.1,97.45,182.5,7.53,85000
2024-02-23,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Electronics,486587.99,0.0,0,Regular_Week,31.4,97.45,182.5,7.53,85000
2024-02-23,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Apparel,291934.2,0.0,0,Regular_Week,29.8,97.45,182.5,7.53,85000
2024-02-23,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Home_Garden,205504.06,0.0,0,Regular_Week,29.1,97.45,182.5,7.53,85000
2024-02-23,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Pharmacy,150733.26,0.0,0,Regular_Week,30.6,97.45,182.5,7.53,85000
2024-02-23,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Grocery,407177.75,0.1,0,Regular_Week,34.6,97.45,182.5,7.53,90000
2024-02-23,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Electronics,507912.84,0.0,0,Regular_Week,31.7,97.45,182.5,7.53,90000
2024-02-23,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Apparel,268621.17,0.0,0,Regular_Week,34.3,97.45,182.5,7.53,90000
2024-02-23,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Home_Garden,201748.45,0.0,0,Regular_Week,34.1,97.45,182.5,7.53,90000
2024-02-23,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Pharmacy,164583.61,0.15,0,Regular_Week,34.6,97.45,182.5,7.53,90000
2024-03-01,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Grocery,484534.66,0.1,0,Regular_Week,33.4,100.03,182.8,7.6,165000
2024-03-01,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Electronics,724096.27,0.0,0,Regular_Week,32.3,100.03,182.8,7.6,165000
2024-03-01,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Apparel,429833.25,0.15,0,Regular_Week,33.7,100.03,182.8,7.6,165000
2024-03-01,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Home_Garden,305586.48,0.0,0,Regular_Week,32.1,100.03,182.8,7.6,165000
2024-03-01,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Pharmacy,194734.02,0.0,0,Regular_Week,32.4,100.03,182.8,7.6,165000
2024-03-01,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Grocery,461610.2,0.0,0,Regular_Week,25.5,100.03,182.8,7.6,140000
2024-03-01,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Electronics,676824.5,0.0,0,Regular_Week,25.7,100.03,182.8,7.6,140000
2024-03-01,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Apparel,356409.97,0.0,0,Regular_Week,24.1,100.03,182.8,7.6,140000
2024-03-01,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Home_Garden,248661.18,0.0,0,Regular_Week,24.6,100.03,182.8,7.6,140000
2024-03-01,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Pharmacy,199725.66,0.05,0,Regular_Week,25.6,100.03,182.8,7.6,140000
2024-03-01,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Grocery,415457.63,0.0,0,Regular_Week,30.8,100.03,182.8,7.6,150000
2024-03-01,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Electronics,702008.29,0.0,0,Regular_Week,30.5,100.03,182.8,7.6,150000
2024-03-01,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Apparel,391808.21,0.0,0,Regular_Week,30.7,100.03,182.8,7.6,150000
2024-03-01,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Home_Garden,267353.64,0.0,0,Regular_Week,31.1,100.03,182.8,7.6,150000
2024-03-01,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Pharmacy,229898.3,0.15,0,Regular_Week,30.5,100.03,182.8,7.6,150000
2024-03-01,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Grocery,394446.84,0.0,0,Regular_Week,31.6,100.03,182.8,7.6,125000
2024-03-01,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Electronics,565321.19,0.0,0,Regular_Week,32.7,100.03,182.8,7.6,125000
2024-03-01,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Apparel,317597.47,0.0,0,Regular_Week,33.7,100.03,182.8,7.6,125000
2024-03-01,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Home_Garden,242754.67,0.1,0,Regular_Week,33.8,100.03,182.8,7.6,125000
2024-03-01,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Pharmacy,184695.58,0.0,0,Regular_Week,33.0,100.03,182.8,7.6,125000
2024-03-01,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Grocery,397368.21,0.0,0,Regular_Week,32.8,100.03,182.8,7.6,130000
2024-03-01,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Electronics,611664.39,0.0,0,Regular_Week,30.4,100.03,182.8,7.6,130000
2024-03-01,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Apparel,365087.87,0.1,0,Regular_Week,31.3,100.03,182.8,7.6,130000
2024-03-01,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Home_Garden,263417.99,0.05,0,Regular_Week,30.8,100.03,182.8,7.6,130000
2024-03-01,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Pharmacy,205324.58,0.05,0,Regular_Week,30.6,100.03,182.8,7.6,130000
2024-03-01,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Grocery,371790.91,0.0,0,Regular_Week,27.8,100.03,182.8,7.6,110000
2024-03-01,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Electronics,524211.06,0.0,0,Regular_Week,29.4,100.03,182.8,7.6,110000
2024-03-01,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Apparel,323162.53,0.0,0,Regular_Week,29.2,100.03,182.8,7.6,110000
2024-03-01,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Home_Garden,227251.34,0.0,0,Regular_Week,28.8,100.03,182.8,7.6,110000
2024-03-01,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Pharmacy,155115.46,0.0,0,Regular_Week,29.8,100.03,182.8,7.6,110000
2024-03-01,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Grocery,352724.7,0.0,0,Regular_Week,31.5,100.03,182.8,7.6,95000
2024-03-01,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Electronics,530380.85,0.0,0,Regular_Week,31.8,100.03,182.8,7.6,95000
2024-03-01,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Apparel,297974.31,0.0,0,Regular_Week,30.7,100.03,182.8,7.6,95000
2024-03-01,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Home_Garden,259304.33,0.15,0,Regular_Week,32.4,100.03,182.8,7.6,95000
2024-03-01,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Pharmacy,163104.67,0.0,0,Regular_Week,32.2,100.03,182.8,7.6,95000
2024-03-01,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Grocery,401558.75,0.0,0,Regular_Week,24.0,100.03,182.8,7.6,120000
2024-03-01,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Electronics,673919.52,0.1,0,Regular_Week,25.4,100.03,182.8,7.6,120000
2024-03-01,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Apparel,308044.35,0.0,0,Regular_Week,23.3,100.03,182.8,7.6,120000
2024-03-01,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Home_Garden,250496.64,0.05,0,Regular_Week,24.7,100.03,182.8,7.6,120000
2024-03-01,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Pharmacy,158922.17,0.0,0,Regular_Week,23.0,100.03,182.8,7.6,120000
2024-03-01,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Grocery,354335.56,0.0,0,Regular_Week,30.6,100.03,182.8,7.6,85000
2024-03-01,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Electronics,514327.72,0.0,0,Regular_Week,30.3,100.03,182.8,7.6,85000
2024-03-01,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Apparel,276106.42,0.0,0,Regular_Week,29.7,100.03,182.8,7.6,85000
2024-03-01,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Home_Garden,176017.8,0.0,0,Regular_Week,30.4,100.03,182.8,7.6,85000
2024-03-01,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Pharmacy,142716.13,0.0,0,Regular_Week,30.3,100.03,182.8,7.6,85000
2024-03-01,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Grocery,414450.95,0.1,0,Regular_Week,30.6,100.03,182.8,7.6,90000
2024-03-01,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Electronics,578755.12,0.0,0,Regular_Week,30.5,100.03,182.8,7.6,90000
2024-03-01,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Apparel,289577.89,0.0,0,Regular_Week,31.0,100.03,182.8,7.6,90000
2024-03-01,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Home_Garden,208619.3,0.05,0,Regular_Week,30.7,100.03,182.8,7.6,90000
2024-03-01,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Pharmacy,147752.26,0.05,0,Regular_Week,30.5,100.03,182.8,7.6,90000
2024-03-08,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Grocery,471239.05,0.0,0,Regular_Week,29.1,99.24,183.3,6.7,165000
2024-03-08,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Electronics,826772.22,0.1,0,Regular_Week,28.1,99.24,183.3,6.7,165000
2024-03-08,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Apparel,414556.06,0.1,0,Regular_Week,27.9,99.24,183.3,6.7,165000
2024-03-08,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Home_Garden,337257.91,0.15,0,Regular_Week,29.4,99.24,183.3,6.7,165000
2024-03-08,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Pharmacy,234159.65,0.15,0,Regular_Week,28.7,99.24,183.3,6.7,165000
2024-03-08,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Grocery,470363.97,0.0,0,Regular_Week,22.5,99.24,183.3,6.7,140000
2024-03-08,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Electronics,853185.6,0.15,0,Regular_Week,24.3,99.24,183.3,6.7,140000
2024-03-08,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Apparel,369712.39,0.0,0,Regular_Week,23.8,99.24,183.3,6.7,140000
2024-03-08,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Home_Garden,257258.08,0.0,0,Regular_Week,23.2,99.24,183.3,6.7,140000
2024-03-08,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Pharmacy,173169.94,0.0,0,Regular_Week,24.8,99.24,183.3,6.7,140000
2024-03-08,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Grocery,456506.05,0.0,0,Regular_Week,29.5,99.24,183.3,6.7,150000
2024-03-08,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Electronics,780184.07,0.1,0,Regular_Week,30.3,99.24,183.3,6.7,150000
2024-03-08,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Apparel,357411.6,0.0,0,Regular_Week,31.4,99.24,183.3,6.7,150000
2024-03-08,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Home_Garden,261417.67,0.0,0,Regular_Week,30.8,99.24,183.3,6.7,150000
2024-03-08,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Pharmacy,197440.05,0.0,0,Regular_Week,30.2,99.24,183.3,6.7,150000
2024-03-08,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Grocery,344005.89,0.0,0,Regular_Week,31.1,99.24,183.3,6.7,125000
2024-03-08,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Electronics,562006.99,0.0,0,Regular_Week,31.6,99.24,183.3,6.7,125000
2024-03-08,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Apparel,320871.62,0.0,0,Regular_Week,28.8,99.24,183.3,6.7,125000
2024-03-08,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Home_Garden,279007.62,0.15,0,Regular_Week,31.1,99.24,183.3,6.7,125000
2024-03-08,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Pharmacy,174267.97,0.0,0,Regular_Week,29.9,99.24,183.3,6.7,125000
2024-03-08,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Grocery,424224.64,0.05,0,Regular_Week,26.6,99.24,183.3,6.7,130000
2024-03-08,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Electronics,618060.71,0.05,0,Regular_Week,24.4,99.24,183.3,6.7,130000
2024-03-08,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Apparel,328094.33,0.0,0,Regular_Week,24.2,99.24,183.3,6.7,130000
2024-03-08,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Home_Garden,232919.73,0.0,0,Regular_Week,25.7,99.24,183.3,6.7,130000
2024-03-08,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Pharmacy,192975.17,0.0,0,Regular_Week,24.4,99.24,183.3,6.7,130000
2024-03-08,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Grocery,387209.45,0.0,0,Regular_Week,25.0,99.24,183.3,6.7,110000
2024-03-08,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Electronics,656061.59,0.1,0,Regular_Week,26.1,99.24,183.3,6.7,110000
2024-03-08,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Apparel,371407.58,0.15,0,Regular_Week,27.2,99.24,183.3,6.7,110000
2024-03-08,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Home_Garden,212821.16,0.0,0,Regular_Week,26.6,99.24,183.3,6.7,110000
2024-03-08,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Pharmacy,163183.57,0.0,0,Regular_Week,27.1,99.24,183.3,6.7,110000
2024-03-08,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Grocery,307805.59,0.0,0,Regular_Week,25.3,99.24,183.3,6.7,95000
2024-03-08,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Electronics,625551.68,0.1,0,Regular_Week,25.6,99.24,183.3,6.7,95000
2024-03-08,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Apparel,312508.94,0.0,0,Regular_Week,27.0,99.24,183.3,6.7,95000
2024-03-08,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Home_Garden,220572.77,0.05,0,Regular_Week,25.4,99.24,183.3,6.7,95000
2024-03-08,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Pharmacy,162382.03,0.0,0,Regular_Week,25.3,99.24,183.3,6.7,95000
2024-03-08,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Grocery,424972.97,0.05,0,Regular_Week,23.4,99.24,183.3,6.7,120000
2024-03-08,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Electronics,611973.25,0.0,0,Regular_Week,20.7,99.24,183.3,6.7,120000
2024-03-08,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Apparel,287994.27,0.0,0,Regular_Week,22.6,99.24,183.3,6.7,120000
2024-03-08,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Home_Garden,223126.92,0.0,0,Regular_Week,23.4,99.24,183.3,6.7,120000
2024-03-08,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Pharmacy,182080.68,0.1,0,Regular_Week,22.1,99.24,183.3,6.7,120000
2024-03-08,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Grocery,404057.48,0.15,0,Regular_Week,28.8,99.24,183.3,6.7,85000
